 -718, -1789,  -193
 -1756,   628,   759
 -1457,   -30,  1001
   235, -3035,    42
 -1570,  -303,   403
 -2471,  2614,   633
   404, -2477,  -558
  -514, -1475,  1395
 -1820,  2998,  2534
  -783,   385,  1073
   961, -2447,   755
  -831,   900,  1566
 -2137,  2304,  1709
   346, -2204,   745
  -464, -3258,   598
 -1080,   -78,  -502
 -1128,   -18,  -162
  -445,  -149,  -661
  -466,  -148,  -984
  -965,  -392,  -727
  -269,  -539,  -807
  -132,  -134, -1238
  -459,   -52,  -647
    -5,    22,  -300
   483,   -75,  -828
   272,  -398, -2018
  -620,  -474, -1615
  -890,   239,    82
   487,   464,  -693
  1510,   435, -2788
   -14,   -30,   100
   -52,  -266,  1047
 -1064,  -925, -2655
 -1551,  -550, -2033
  -431,   537,   476
   473,   469,    37
   558,  -458, -2652
  -175,  -607, -2104
  -432,   103,   -13
  -501,    29,   691
    66,  -466, -1715
    82,  -483, -3147
  -292,  -201,  -855
  -850,    -6,   884
  -398,   207,  1238
   294,  -125, -2386
  -347, -1025, -3288
  -190,  -382,  -503
   401,   139,  -625
 -1153,  -458,   -67
  -794,   -94,   165
   649,   420, -1535
  -289,  -492, -3037
 -3495, -2042, -1376
  -586,   167,  -328
   422,   648,  -649
 -2203,  -771,   520
 -1868,  -135,   347
   191,   300, -2597
  -602,  -825, -1600
   -98,  -229, -2046
   105,   585, -2012
   106,   864, -2546
 -2423,  -189, -3434
 -3825,  -851,  -715
 -1990,   913, -1006
  -900,   604,   466
   363,   403,  -141
  -740,   -69,   662
 -1589,   847,   563
   622,   610, -3575
  -666,  -639, -1805
 -1617,  -960,  -588
 -1482,  -668,  -909
 -1402,  -417,  -607
  -709,    74,   -35
  -221,   335,   318
  -520,  -127,   375
   -71,   -79,  -152
   246,   397, -2180
 -2698, -1461, -2831
 -1450, -1064, -1486
  -566,   -76, -1113
  -307,   -63,  -369
  -784,  -775,  -401
  -874,  -264,   377
 -1624,   345,   193
   -90,   710, -3050
 -2083, -1219, -1942
 -1592,  -984, -2093
    32,   291, -1291
  -533,    83,  -469
  -625,  -131,  -390
    88,   364,  -914
 -1124,  -489, -2270
 -3461, -1725,  -133
  -596,   520,  -795
 -1156,    59,   441
  -948,   107,   261
   187,   782,  -120
  1108,  -178, -2762
  -664, -1762, -2676
   162,  -647, -1096
  -480,  -637,   179
 -1058,  -777,   230
 -1316,  -509,  -424
 -2778,  -135,   192
 -1994,   193,  -808
  -921,   762,  -659
   842,   594, -2025
  1565,   -25, -3367
   727,   498, -1675
 -1655,  -321,   126
 -2977, -1409,   519
 -2893,  -120,   542
 -1090,   957,  -715
  1383,  1148, -1655
  3019,  1286, -2815
   244,  1121, -1686
  -106,   137, -1787
 -1239,  -669, -1118
 -2310,  -954,  -737
 -3543,  -513,   347
 -3961,  -130,   751
 -1275,  1551,  -949
  1706,  1633, -1539
  -282,  -241, -1599
 -2145, -1752, -1942
   216,  -778, -2324
  -590,  -493,  -278
 -2740,   124,  3331
 -1649,   613,  1617
  -620,   -58,  -918
   268,    -2, -1809
  1299,  -448, -3780
  -101,  -280, -2890
   -74,  -181, -1633
 -1854, -1001,   228
 -3293,  -306,  3074
 -3405,   -15,  3306
 -2761,  -446,  1483
 -1491,    66,   451
 -1135,   366,  -112
  -997,   698,  -603
  -533,   323, -1945
   111, -1472, -3835
  1197, -1049, -3329
   -61, -1093, -1634
 -1990, -1261,   613
 -3549,  -203,  3232
 -2626,   913,  2764
 -2181,  1539,  1830
 -1222,  1476,   209
   120,  1530, -1105
   471,   497, -2722
 -1037, -1107, -3156
 -1479, -1793, -1955
  -937, -1356, -1499
 -3337, -1275,   -53
 -3888,  -138,  1200
 -3259,  2012,  1335
 -3184,  2302,   635
  -507,  2335, -1600
  1443,  1491, -2208
  1786,  1020, -2952
 -1730,  -966, -3516
 -2562,  -607, -1391
 -1165, -1447, -1827
 -2993, -3011, -2935
 -3143,   158, -1254
 -1650,    19,  -287
  -563,  -359, -1558
 -1769,  -455, -1782
  -963,  1666, -1257
   225,  3165,   568
   980,  3754,  1990
  1552,  2331,  1046
   189,  -272,  -409
    55,  -590,  -273
  1352,  1454,   487
  1201,  1363,   610
  1060,   -93,  -922
  -340, -1466,  -441
 -1870, -2310,   867
   528, -1896, -1804
  1604,  -424, -1125
   -66,    42,   981
  1887,   939,  -662
  1541,  1564,   654
  2749,  2972,  -253
   527,  2038, -1014
 -1052,   643, -1014
 -1106,  -505, -1307
  -633,   887,  -753
 -2544,   743,   -32
 -1840,  1090,  -146
  -504,  1787,  -623
  -889,  2166,   -60
 -1363,   697, -1818
 -1186,  -424, -2661
 -1189,   155, -2337
 -2422, -1128, -2620
 -2178,   342, -3737
 -1338,  2867, -2577
 -1004,  2486,  -874
 -1073,  1182,  -451
   406,  1054,  -671
  1206,  1068,  -550
  1052,  1574,   315
  -560,  1212,  2397
 -1465,  1265,  3660
   101,  1352,  -235
   158,  1982, -1726
 -1052,  2383, -2725
   653,  1343, -3883
  -825,  1328, -1185
  -470,  2131, -1968
   160,  1042, -2315
   -15,   327, -1133
  1041,   604, -1067
   694,   -89, -1761
   690,    82, -2689
   933,  1580, -2070
  -545,  1557, -1771
 -1973,   571, -1715
  -717,  1578, -1851
   503,  2470,  -827
  1255,  1683,  -398
  1048,   723, -1080
   755,  1152,  -881
  1047,  2578,   520
  -850,  2400,  3589
  -404,  1466,   -72
   295,  1030, -3458
 -1121,  1681, -1643
  -695,  2282, -2728
   581,  2279, -2825
   274,  1661, -2675
  -159,   176, -3102
  -112, -1275, -3361
  -571, -1350, -3919
 -1975,   757, -3224
  -651,  2718, -2881
  -883,  3325, -1578
   180,  2564, -1043
  1121,  2582, -1055
   442,  1691,   166
  -518,  1780,  2358
  -452,  2342,   551
 -2085,  2572, -1952
 -2735,  2714, -3638
 -1531,  2159, -3990
 -1374,   245, -2890
 -1785,  -135,  -875
