    64,     3,   111
    79,   -21,    75
    65,     4,   -50
    86,     3,    45
    58,  -121,   218
  -122,  -143,   367
  -168,  -116,   782
  -289,  -237,   784
  -451,  -457,   896
  -471,  -427,  1276
  -840,  -657,  1059
  -912,  -666,  1807
 -1105,  -693,  1879
 -1279,  -640,  2265
 -1019,  -537,  2549
  -832,  -479,  2255
  -702,  -479,  1995
  -641,  -452,  1684
  -691,  -383,  1212
  -667,  -404,  1233
  -668,  -337,  1030
  -578,  -350,   656
  -428,  -187,   810
  -335,   -92,   841
  -258,  -107,   513
   -51,   -35,   457
   -11,   -24,   147
    16,   -25,   157
    93,    37,   298
   117,    14,    55
   169,    17,   -81
   144,    36,  -114
    75,   -13,  -186
    25,   -54,   -48
    26,   -46,   262
  -128,  -122,   323
  -374,  -274,   648
  -394,  -459,  1005
  -518,  -526,   886
  -708,  -512,  1047
  -603,  -508,  1490
  -704,  -471,  1341
  -630,  -434,  1566
  -733,  -479,  1485
  -875,  -539,  1670
  -980,  -686,  1911
  -981,  -722,  2096
  -750,  -606,  1966
  -567,  -489,  1854
  -601,  -481,  1744
  -555,  -419,  1932
  -724,  -617,  1435
  -794,  -595,   961
  -617,  -501,   991
  -505,  -374,   821
  -340,  -183,   427
   -70,   -64,   581
    52,   -16,   322
   154,    76,     0
   100,   -50,  -169
   103,  -117,  -183
   106,   -26,  -322
    59,     5,  -286
    62,   -25,  -131
    28,   -68,   -96
  -141,   -89,    -9
  -127,  -116,   265
  -233,  -222,   550
  -361,  -386,   881
  -357,  -367,   990
  -454,  -392,   816
  -559,  -465,  1433
  -750,  -502,  1663
 -1071,  -705,  1627
 -1032,  -640,  2225
 -1159,  -616,  2226
 -1125,  -631,  2313
  -808,  -417,  2343
  -688,  -401,  2101
  -660,  -427,  1853
  -716,  -469,  1482
  -810,  -618,  1019
  -838,  -569,   850
  -823,  -525,   635
  -668,  -446,   654
  -465,  -257,   497
  -169,  -118,   334
   -30,  -102,   245
    26,   -70,   135
    93,     1,   -41
    71,    58,  -167
    20,    10,  -171
    76,    56,  -142
    75,     3,  -344
   -67,  -111,  -207
  -193,  -206,   229
  -323,  -311,   381
  -355,  -265,   517
  -502,  -443,   577
  -545,  -579,  1131
  -735,  -588,  1137
  -641,  -411,  1525
  -740,  -499,  1558
  -964,  -771,  1714
 -1097,  -711,  1869
 -1336,  -950,  1852
 -1213,  -837,  2328
  -795,  -534,  2379
  -683,  -493,  1964
  -625,  -535,  1861
  -573,  -558,  1777
  -788,  -670,  1417
  -901,  -799,   676
  -704,  -615,   626
  -584,  -507,   400
  -483,  -233,   179
  -183,   -95,   266
   -17,   -73,  -109
    42,    15,  -164
    60,    35,  -131
    10,     5,  -296
    -1,    75,  -259
    54,    92,  -161
    39,    10,    31
    15,   -14,   140
    -2,   -47,   320
  -129,  -301,   530
  -264,  -361,   825
  -283,  -431,  1071
  -545,  -493,   861
  -512,  -381,  1504
  -633,  -483,  1558
  -802,  -546,  1702
  -894,  -682,  1878
 -1060,  -735,  2108
 -1037,  -601,  2349
  -896,  -421,  2224
  -673,  -318,  1989
  -617,  -290,  1716
  -558,  -235,  1643
  -677,  -356,  1272
  -734,  -492,   842
  -714,  -405,   841
  -642,  -340,   796
  -482,  -240,   594
  -225,   -99,   644
   -62,  -128,   455
   -50,  -120,   114
   -23,    15,   125
   -28,    36,  -112
   -20,    61,  -248
    82,    25,  -136
   107,    11,  -172
    36,   -27,  -139
   -77,   -68,   180
   -92,  -138,   653
   -38,  -161,   753
  -123,  -291,   773
  -324,  -256,   641
  -415,  -259,  1132
  -481,  -565,  1298
  -613,  -626,   959
  -617,  -574,  1335
  -559,  -333,  1737
  -750,  -459,  1582
  -897,  -502,  1714
  -894,  -482,  1922
  -999,  -589,  1898
  -939,  -564,  1877
  -672,  -429,  1680
  -604,  -472,  1641
  -589,  -474,  1754
  -726,  -514,  1454
  -729,  -616,  1140
  -683,  -442,   809
  -612,  -374,   445
  -484,   -83,   687
  -303,     2,   419
   -30,   -44,   401
   144,   -95,   215
   129,   -51,   -64
    40,    67,    50
   -10,    65,   152
   -97,    36,    18
   -73,    19,   -30
    23,    22,  -110
    15,    21,   -92
   -30,   -35,   294
   -25,  -167,   644
    -4,  -116,   693
  -277,  -340,   491
  -377,  -417,  1016
  -480,  -545,  1080
  -502,  -472,  1317
  -443,  -374,  1356
  -827,  -573,  1428
 -1063,  -791,  1949
 -1137,  -788,  2319
 -1168,  -734,  2280
  -984,  -559,  2131
  -530,  -356,  2134
  -469,  -330,  1827
  -596,  -415,  1807
  -811,  -539,  1349
  -841,  -544,   842
  -758,  -378,   734
  -689,  -323,   466
  -414,  -209,   542
  -229,   -76,   490
   -94,   -74,   380
   -55,   -83,   344
     2,    -4,   245
   121,   100,    13
   137,   105,  -144
   174,   111,   -85
   187,   133,  -135
   120,    65,  -313
   -80,    45,  -202
