-760,   123,  -259
  -455,  -140,  -622
  -400,  -171,  -530
  -424,  -231,  -427
  -411,  -455,  -346
  -251,  -800,  -102
  -212, -1086,   116
  -296, -1431,   295
  -556, -1442,   740
  -757, -1485,  1233
  -877, -1359,  2010
  -654, -1415,  2504
  -529, -1250,  3055
  -417,  -552,  3226
  -343,  -439,  2702
  -487,   -55,  2746
 -1016,   541,  2569
 -1491,   751,  1712
 -1237,   454,   471
  -889,   363,   198
  -737,   409,   657
  -834,   442,   396
  -853,   198,    19
  -847,  -158,  -386
  -750,  -795, -1096
  -410, -1532, -1106
  -238, -1768,  -798
  -517, -1382,   -81
  -675, -1328,   474
  -738, -1246,   470
  -742, -1104,  1244
  -516, -1586,  1643
  -381, -1831,  2671
  -187, -1563,  2696
  -134, -1218,  1609
  -285,  -800,  1213
  -374,  -152,  1631
  -530,  -284,   871
  -565,  -194,   263
  -472,   184,   333
  -508,   421,   546
  -541,   130,   685
  -682,   -60,   910
  -674,  -117,  1457
  -245, -1055,  1497
   -69, -1447,  1843
   -80, -1905,  1859
  -382, -2667,  1027
  -470, -2374,  1235
  -442, -2688,   478
  -387, -2508,    55
  -456, -1811,  -357
  -473, -1202,  -579
  -457,  -833,  -561
  -462,  -614,  -433
  -439,  -394,  -258
  -476,  -269,  -221
  -530,  -171,  -256
  -623,    73,  -175
  -687,   147,   208
  -868,   265,   469
 -1185,   154,  1204
 -1195,   -64,  2361
  -879,  -781,  2059
  -421, -1242,  2061
  -226, -1569,  2345
  -175, -1607,  2531
  -298, -1853,  1966
  -310, -2248,  1624
  -351, -2597,  1287
  -576, -2226,  1116
  -687, -2181,   608
  -701, -1967,   333
  -685, -1609,   125
  -658, -1254,  -211
  -607,  -868,  -321
  -572,  -518,  -336
  -507,  -329,  -370
  -500,   -98,  -246
  -498,   110,  -188
  -500,   216,  -192
  -593,   339,   -57
  -643,   278,   138
  -885,   138,   634
 -1191,  -119,  1692
 -1025,  -608,  2580
  -749, -1415,  1750
  -346, -1822,  1965
  -148, -1828,  2170
  -152, -2168,  2073
  -140, -2465,  1843
  -245, -2454,  1670
  -397, -2589,  1039
  -499, -2530,   739
  -735, -2314,   366
  -886, -1790,   -91
  -770, -1258,  -172
  -650,  -861,  -235
  -691,  -630,  -506
  -641,  -252,  -278
  -462,  -259,  -260
  -457,  -137,  -124
  -501,   237,    -7
  -559,   250,   -37
  -613,    -5,   131
  -742,   -16,   741
  -876,  -356,  1204
  -931,  -586,  1732
  -655, -1353,  2050
  -371, -1972,  1452
   -93, -1950,  2276
  -130, -1664,  2343
  -367, -1957,  1611
   -49, -2690,  1438
  -184, -2653,  1007
  -357, -2455,   753
  -379, -2556,   593
  -550, -2298,   696
  -729, -1808,   584
  -672, -1596,   331
  -546, -1294,   262
  -502,  -907,   106
  -474,  -720,  -176
  -555,  -316,  -315
  -159,   -86,   876
  -208,   -23,   886
  -195,  -103,   972
  -189,  -116,  1127
  -177,  -161,  1095
  -150,  -210,  1096
  -158,  -214,  1218
  -211,  -125,  1180
  -315,   140,  1425
  -160,  -225,  1672
    60,  -919,  1658
   102, -1182,  1759
     5, -1516,  1458
    13, -1697,   871
   -48, -1510,   383
  -142, -1221,   -43
  -278,  -643,  -278
  -431,  -120,  -524
  -504,    38,  -592
  -540,   -40,  -359
  -581,   -16,    88
  -745,   148,   305
  -940,     4,   922
  -735,  -541,  2315
  -258,  -576,  2767
  -253, -1235,  1425
   213, -1969,  1875
   218, -1121,  2861
  -641,  -573,  1369
  -392,  -578,   828
   215, -1262,  1248
   432, -2033,  1609
  -172, -1301,  1574
  -490,  -920,   688
  -421,  -830,    80
  -386,  -609,  -195
  -477,  -297,   -56
  -616,  -218,  -411
